Compound Name,Formula,Mass,RT,CAS ID,[Mass] 20211026_D6_rep01,[Mass] 20211026_D5_rep01,[Mass] 20211026_D4_rep01,[Mass] 20211026_D3_rep01,[Mass] 20211026_D2_rep01,[Mass] 20211026_D1_rep01,[Mass] 20211026_CTRL_S_rep01,[Mass] 20211026_CTRL_F_rep01,[Mass] 20211026_C6_rep01,[Mass] 20211026_C5_rep01,[Mass] 20211026_C4_rep01,[Mass] 20211026_C3_rep01,[Mass] 20211026_C2_rep01,[Mass] 20211026_C1_rep01,[Mass] 20211026_Blank_02,[Mass] 20211026_Blank_01,[Mass] 20211026_B6_rep01,[Mass] 20211026_B5_rep01,[Mass] 20211026_B4_rep01,[Mass] 20211026_B3_rep01,[Mass] 20211026_B2_rep01,[Mass] 20211026_B1_rep01,[Mass] 20211026_A6_rep01,[Mass] 20211026_A5_rep01,[Mass] 20211026_A4_rep01,[Mass] 20211026_A3_rep01,[Mass] 20211026_A2_rep01,[Mass] 20211026_A1_rep01,[RT] 20211026_D6_rep01,[RT] 20211026_D5_rep01,[RT] 20211026_D4_rep01,[RT] 20211026_D3_rep01,[RT] 20211026_D2_rep01,[RT] 20211026_D1_rep01,[RT] 20211026_CTRL_S_rep01,[RT] 20211026_CTRL_F_rep01,[RT] 20211026_C6_rep01,[RT] 20211026_C5_rep01,[RT] 20211026_C4_rep01,[RT] 20211026_C3_rep01,[RT] 20211026_C2_rep01,[RT] 20211026_C1_rep01,[RT] 20211026_Blank_02,[RT] 20211026_Blank_01,[RT] 20211026_B6_rep01,[RT] 20211026_B5_rep01,[RT] 20211026_B4_rep01,[RT] 20211026_B3_rep01,[RT] 20211026_B2_rep01,[RT] 20211026_B1_rep01,[RT] 20211026_A6_rep01,[RT] 20211026_A5_rep01,[RT] 20211026_A4_rep01,[RT] 20211026_A3_rep01,[RT] 20211026_A2_rep01,[RT] 20211026_A1_rep01,[Area] 20211026_D6_rep01,[Area] 20211026_D5_rep01,[Area] 20211026_D4_rep01,[Area] 20211026_D3_rep01,[Area] 20211026_D2_rep01,[Area] 20211026_D1_rep01,[Area] 20211026_CTRL_S_rep01,[Area] 20211026_CTRL_F_rep01,[Area] 20211026_C6_rep01,[Area] 20211026_C5_rep01,[Area] 20211026_C4_rep01,[Area] 20211026_C3_rep01,[Area] 20211026_C2_rep01,[Area] 20211026_C1_rep01,[Area] 20211026_Blank_02,[Area] 20211026_Blank_01,[Area] 20211026_B6_rep01,[Area] 20211026_B5_rep01,[Area] 20211026_B4_rep01,[Area] 20211026_B3_rep01,[Area] 20211026_B2_rep01,[Area] 20211026_B1_rep01,[Area] 20211026_A6_rep01,[Area] 20211026_A5_rep01,[Area] 20211026_A4_rep01,[Area] 20211026_A3_rep01,[Area] 20211026_A2_rep01,[Area] 20211026_A1_rep01,[Score (MFE)] 20211026_D6_rep01,[Score (MFE)] 20211026_D5_rep01,[Score (MFE)] 20211026_D4_rep01,[Score (MFE)] 20211026_D3_rep01,[Score (MFE)] 20211026_D2_rep01,[Score (MFE)] 20211026_D1_rep01,[Score (MFE)] 20211026_CTRL_S_rep01,[Score (MFE)] 20211026_CTRL_F_rep01,[Score (MFE)] 20211026_C6_rep01,[Score (MFE)] 20211026_C5_rep01,[Score (MFE)] 20211026_C4_rep01,[Score (MFE)] 20211026_C3_rep01,[Score (MFE)] 20211026_C2_rep01,[Score (MFE)] 20211026_C1_rep01,[Score (MFE)] 20211026_Blank_02,[Score (MFE)] 20211026_Blank_01,[Score (MFE)] 20211026_B6_rep01,[Score (MFE)] 20211026_B5_rep01,[Score (MFE)] 20211026_B4_rep01,[Score (MFE)] 20211026_B3_rep01,[Score (MFE)] 20211026_B2_rep01,[Score (MFE)] 20211026_B1_rep01,[Score (MFE)] 20211026_A6_rep01,[Score (MFE)] 20211026_A5_rep01,[Score (MFE)] 20211026_A4_rep01,[Score (MFE)] 20211026_A3_rep01,[Score (MFE)] 20211026_A2_rep01,[Score (MFE)] 20211026_A1_rep01,[Score (Tgt)] 20211026_D6_rep01,[Score (Tgt)] 20211026_D5_rep01,[Score (Tgt)] 20211026_D4_rep01,[Score (Tgt)] 20211026_D3_rep01,[Score (Tgt)] 20211026_D2_rep01,[Score (Tgt)] 20211026_D1_rep01,[Score (Tgt)] 20211026_CTRL_S_rep01,[Score (Tgt)] 20211026_CTRL_F_rep01,[Score (Tgt)] 20211026_C6_rep01,[Score (Tgt)] 20211026_C5_rep01,[Score (Tgt)] 20211026_C4_rep01,[Score (Tgt)] 20211026_C3_rep01,[Score (Tgt)] 20211026_C2_rep01,[Score (Tgt)] 20211026_C1_rep01,[Score (Tgt)] 20211026_Blank_02,[Score (Tgt)] 20211026_Blank_01,[Score (Tgt)] 20211026_B6_rep01,[Score (Tgt)] 20211026_B5_rep01,[Score (Tgt)] 20211026_B4_rep01,[Score (Tgt)] 20211026_B3_rep01,[Score (Tgt)] 20211026_B2_rep01,[Score (Tgt)] 20211026_B1_rep01,[Score (Tgt)] 20211026_A6_rep01,[Score (Tgt)] 20211026_A5_rep01,[Score (Tgt)] 20211026_A4_rep01,[Score (Tgt)] 20211026_A3_rep01,[Score (Tgt)] 20211026_A2_rep01,[Score (Tgt)] 20211026_A1_rep01
L_Lysine,C6 H14 N2 O2,146.1043,1.16,,146.104,146.1043,,146.1044,146.1042,146.1037,,,146.1049,146.1047,146.1039,146.1043,146.1047,,146.105,146.1049,146.1036,,146.1045,146.104,146.1046,146.1051,146.1043,146.1042,146.104,146.1045,146.1048,146.1038,1.145,1.161,,1.166,1.168,1.16,,,1.122,1.163,1.163,1.165,1.154,,1.079,1.09,1.128,,1.151,1.15,1.156,1.145,1.155,1.156,1.163,1.144,1.159,1.119,16967,63675,,72868,80054,19099,,,9160,53013,39882,72207,113173,,276948,101023,6355,,30141,68979,107723,29638,33293,48759,31364,63490,105824,15361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.18,70.01,,69.65,70.86,70.46,,,90.36,70.49,69.85,70.09,75.97,,95.79,98.31,70.3,,68.8,70.47,76.72,96.54,68.71,71.21,70.05,67.46,73.61,71.03
L_Malic_Acid,C4 H6 O5,134.0214,11.92,,134.0216,134.0214,134.0213,134.0214,134.0216,134.0212,134.0212,134.0212,134.0211,134.0215,134.0214,134.0211,134.0213,134.0215,,134.0212,134.0213,134.0213,134.0215,134.0216,134.0212,134.0214,134.0217,134.0215,134.0214,134.0219,134.0216,134.0214,11.887,11.911,11.966,11.917,11.952,11.919,11.914,11.94,11.939,11.889,11.939,11.932,11.896,11.922,,11.899,11.903,11.933,11.935,11.909,11.906,11.92,11.923,11.923,11.898,11.919,11.943,11.894,39864,461608,142765,55160,103468,220465,23472,31600,29754,210507,200149,52568,86107,241458,,16415,39355,204197,189130,56261,92723,159131,39465,180488,219856,40441,82961,209676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.35,87.46,86.92,85.63,86.38,87.3,63.17,59.91,63.39,87.11,87.27,62.3,86.35,87.25,,74.62,67.23,87.02,87.17,85.3,86.44,87.14,61.86,87.15,87.07,85.88,86.53,87.14
L_Ornithine,C5 H12 N2 O2,132.0897,1.3,,132.09,132.0892,132.0893,132.0895,132.0897,132.089,,132.0904,132.0895,132.0893,132.0904,132.09,132.0896,132.0896,,132.0899,132.0898,132.09,132.0897,132.0897,132.0901,132.0897,132.0895,132.0901,132.0903,132.0896,132.0899,132.0894,1.311,1.319,1.306,1.307,1.168,1.302,,1.114,1.305,1.313,1.163,1.165,1.312,1.304,,1.099,1.311,1.307,1.16,1.133,1.156,1.153,1.313,1.305,1.163,1.31,1.059,1.318,946038,1834422,185028,694079,161203,260977,,30648,573796,1747485,30169,105273,2477527,208424,,46640,534190,1460210,154175,128068,67917,64851,973025,1504624,121903,729542,71035,184170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.53,87.4,87.18,86.64,87.45,87.21,,73.36,85.7,87.54,86.95,86.34,87.23,87.34,,87.51,85.19,87.25,84.17,87.04,87.17,83.28,87.57,87.47,86.59,87.28,99.37,87.11
L_Phenylalanine,C9 H11 N O2,165.0786,4.9,,,,165.0787,165.0785,165.0783,165.0786,165.0789,165.0787,165.0786,,165.0786,165.0786,,165.0785,,,165.0787,165.0789,165.0785,165.0784,,165.0785,165.0785,165.0783,,,165.0784,,,,4.965,4.891,4.959,4.893,4.897,4.914,4.905,,4.905,4.906,,4.863,,,4.861,4.89,4.909,4.858,,4.853,4.905,4.872,,,4.917,,,,45534,172550,125555,156121,4943,48821,100538,,92341,170700,,147060,,,104512,80597,61415,175414,,121362,131570,68778,,,122576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.08,86.56,86.19,86.49,67.98,84.8,86.55,,86.37,86.49,,86.54,,,86.06,85.9,85.99,86.51,,86.66,86.51,86.54,,,86.51,
L_Proline,C5 H9 N O2,115.0633,1.22,,115.0634,115.0631,115.0629,115.0636,115.0634,115.0623,115.063,115.0637,115.0627,115.0632,115.0634,115.0627,115.0632,115.0632,115.0635,115.0636,115.0627,115.0628,115.0636,115.0631,115.0632,115.0633,115.0635,115.0636,115.0634,115.0638,115.0636,115.0637,1.394,1.219,1.223,1.391,1.201,1.227,1.155,1.397,1.197,1.23,1.197,1.198,1.378,1.213,1.339,1.356,1.41,1.223,1.209,1.399,1.206,1.402,1.222,1.189,1.172,1.393,1.217,1.202,81683,10795,8250,62171,12869,1860,3581,25528,11183,7702,12015,11225,157647,10557,1721869,857145,60675,10821,11137,67067,10310,95785,2311,7773,5546,42235,12891,10729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.44,70.59,70.22,64.49,70.42,65.34,67.14,85.07,69.73,63.98,69.26,68.96,62.58,60.16,87.14,87.59,67.26,69.91,65.6,68.71,67.92,69.02,83.4,83.74,70.23,64.33,60.39,68.01
L_Serine,C3 H7 N O3,105.0431,1.26,,105.0432,105.0428,105.0426,105.0434,105.0431,105.0427,,105.0433,105.0426,105.0433,105.043,105.0427,105.0432,105.0432,,105.0426,105.0428,105.0428,105.0434,105.043,105.0428,105.0431,105.0435,105.0431,105.043,105.0435,105.0432,105.0431,1.261,1.26,1.265,1.266,1.259,1.268,,1.256,1.263,1.255,1.263,1.264,1.262,1.254,,1.248,1.261,1.257,1.268,1.258,1.264,1.269,1.263,1.264,1.255,1.268,1.259,1.268,863871,1248516,429952,822285,813340,1548386,,350854,587222,1047165,1022761,1026855,1266638,1236711,,497388,739359,949045,971703,1187591,1180768,1606820,850190,864975,994844,827021,918552,1425935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.07,85.8,71.3,83.81,85.1,85.97,,63.86,78.87,86.56,84.94,85.17,85.69,86.2,,87.74,79.94,84.8,84.91,85.31,85.87,84.97,84.47,83.05,85,84.98,85.22,84.91
L_Sorbose,C6 H12 O6,180.0633,1.31,,180.0632,180.0633,180.0634,180.0631,180.0633,180.0633,180.0627,180.0632,180.0634,180.0632,180.0634,180.0634,180.0633,,180.0639,180.0631,180.0633,180.0634,180.0631,180.0633,180.0633,180.0633,180.0632,180.0633,180.0633,180.0631,,180.0633,1.286,1.31,1.298,1.341,1.334,1.327,1.271,1.314,1.305,1.271,1.305,1.331,1.312,,1.339,1.298,1.302,1.332,1.309,1.324,1.322,1.294,1.305,1.297,1.28,1.31,,1.293,20065336,19122160,17830715,19921015,21154632,19788772,15623,587237,19895461,18538532,18222738,19574833,18202352,,911328,800367,18261603,19786192,18504827,18471037,20005266,16742059,18612794,18128289,20022505,17323434,,18851522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.28,97.25,87.38,87.12,87.36,87.3,76.93,86.19,87.35,96.06,87.31,87.35,87.28,,87.14,87,94.3,87.36,86.99,87.31,87.35,87.34,94.82,95.1,95.24,87.15,,87.31
L_Threonine,C4 H9 N O3,119.0582,1.3,,119.0581,119.0573,119.0571,119.0588,119.0579,119.0576,119.0577,119.0583,119.0572,119.0589,119.0578,119.0574,119.0588,119.0585,119.0582,119.058,119.0587,119.0572,119.0589,119.0577,119.0587,119.0587,119.0589,119.058,119.0578,119.0588,119.0589,119.0587,1.286,1.294,1.306,1.316,1.292,1.302,1.313,1.297,1.313,1.288,1.338,1.298,1.278,1.321,1.339,1.273,1.311,1.332,1.301,1.166,1.305,1.294,1.313,1.314,1.288,1.144,1.3,1.285,1009147,730746,596208,1325754,622593,3290276,7438,113512,793072,587834,1504359,1342808,1042340,2509714,1402070,484714,890535,679440,1797767,3215,998825,3670832,1141192,694926,1466488,5575,852865,3600529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.32,57.77,56.48,60.83,63.33,64.37,64.73,63.11,63.92,59.78,58.56,57.02,63.02,61.99,58.82,57.83,57.91,57.32,59.83,59.85,57.68,63.42,54.01,62.95,58.56,62.7,61.34,63.38
L_Tryptophan,C11 H12 N2 O2,204.089,7.04,,204.0888,204.0896,204.0885,204.0889,204.0887,204.0889,,204.0888,204.0886,204.0895,204.0891,204.0889,204.0894,204.089,204.0896,204.0897,204.0894,204.0897,204.0895,204.0891,204.0895,204.0889,204.0893,204.0886,204.0899,204.089,204.089,204.0887,6.998,7.006,7.118,7.069,7.138,7.072,,7.068,7.058,7.117,7.042,7.043,6.974,7.058,6.98,6.886,7.023,7.077,7.055,6.995,7.009,7.031,7.067,7.043,7.092,7.014,7.054,7.03,17176,82729,43277,95878,9925,64047,,59946,13450,10637,66892,11414,114513,50972,969178,180475,68137,79840,58079,24025,99807,9384,42333,91303,5837,61331,117746,132964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.72,63.88,60.91,67.89,62.3,61.4,,68.94,63.99,69.14,64.1,63.58,63.83,67.88,83.41,87.06,63.91,63.88,68.86,66.68,63.92,68.44,69.23,65.1,65.69,68.49,67.45,62.68
L_Tyrosine,C9 H11 N O3,181.0734,2.2,,181.0732,181.0735,181.0733,181.0734,181.0734,181.0736,,181.0737,181.0731,181.0734,181.0735,181.0733,181.0733,181.0735,181.0738,181.0737,181.0733,181.0737,181.0733,181.0734,181.0735,181.0732,181.0734,181.0733,181.0732,181.0735,181.0735,181.0735,2.176,2.175,2.229,2.205,2.224,2.208,,2.212,2.211,2.169,2.203,2.22,2.176,2.185,2.17,2.238,2.184,2.213,2.207,2.172,2.195,2.192,2.211,2.212,2.194,2.183,2.215,2.183,46908,59967,20882,66044,118423,51654,,55184,34416,67956,75820,59427,120051,52300,2147817,36609,37492,58098,27500,75558,130665,46748,46816,55863,34678,56380,82738,197144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.19,76.46,72.82,81.07,83.22,84.77,,79.02,77.46,74.38,78.31,84.79,83.29,83.1,87.23,73.35,79.99,74.68,75.25,80.32,84.23,83.42,76.25,81.18,71.22,84.46,80.54,84.79
L_Valine,C5 H11 N O2,117.0795,1.56,,117.0794,117.0795,117.0807,117.0792,117.0797,117.0795,117.0806,117.0807,117.0796,117.0792,117.0802,117.0797,117.0795,117.0793,117.0798,117.0791,117.0796,117.0795,117.0794,117.0794,117.0796,117.0794,117.0792,117.0794,117.0796,117.0793,117.0802,117.0796,1.552,1.551,1.572,1.565,1.567,1.559,1.687,1.563,1.562,1.546,1.562,1.564,1.553,1.553,1.599,1.689,1.552,1.564,1.559,1.549,1.555,1.552,1.563,1.555,1.554,1.551,1.558,1.551,898620,1430350,437757,929489,803442,1251391,497998,382531,726487,1293958,1028845,1224912,718454,951162,4605378,177170,738258,1260184,548923,1002905,793422,1047619,968359,1263501,588873,946200,844962,825001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.26,87.47,70.11,87.6,85.42,87.36,69.74,65.83,86.04,87.82,68.44,84.19,86.43,87.66,68.74,87.94,86.23,87.55,86.37,87.57,86.48,87.65,87.7,87.77,82.72,87.47,69.48,87.17
Lactic_acid,C3 H6 O3,90.0312,5.96,,90.0316,,90.0315,90.0311,,90.0314,,,90.0311,90.0311,,90.0312,90.0313,90.0312,,,,90.0313,90.0313,90.0314,90.0311,90.0311,90.031,90.0311,90.0313,,90.0311,90.0311,5.926,,6.012,5.964,,5.974,,,5.969,5.919,,5.979,5.918,5.969,,,,5.971,5.965,5.947,5.928,5.942,5.961,5.962,6.011,,5.973,5.941,4742,,3710,26518,,10351,,,26602,6838,,12922,5240,8793,,,,7858,5182,3500,8466,8567,26047,24749,5146,,4753,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.61,,85.4,86.93,,85.68,,,86.23,87.25,,86.65,87.36,86.72,,,,87.5,87.6,86.65,85.98,86.67,86.98,87.44,87.76,,87.3,86.63
Maleic_acid,C4 H4 O4,116.0107,10.95,,116.0106,116.0109,116.0109,116.0107,116.0107,116.011,116.0104,116.0106,116.0105,116.0109,116.0109,116.0107,116.0107,116.011,116.0104,116.0103,116.0106,116.0109,116.0109,116.0106,116.0107,116.0109,116.0106,116.0109,116.011,116.0105,116.0107,116.011,10.915,10.914,11.001,10.977,10.995,10.955,10.975,10.992,10.966,10.916,10.958,10.959,10.907,10.949,10.92,10.927,10.939,10.952,10.962,10.936,10.934,10.939,10.966,10.951,10.925,10.922,10.978,10.905,132813,861743,692947,214495,402060,1324169,24626,72226,90862,881094,1278800,183233,343095,1406509,479070,43716,108298,890738,1113576,219975,409606,951966,139911,830598,1299721,157417,337083,1156833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.95,87.56,87.66,69.24,66.97,87.61,70.96,70.92,70.78,87.63,87.54,71.22,70.89,87.58,60.65,87.53,70.32,87.63,87.57,65.95,87.6,87.59,62.06,87.62,87.51,65.37,87.57,87.56
Malonic_acid,C3 H4 O4,104.0112,10.04,,104.0113,104.0111,104.011,104.0112,104.0114,104.011,104.0109,104.011,104.0109,104.0111,104.0111,104.0109,104.0111,104.0113,104.011,104.011,104.0112,104.011,104.0112,104.0113,104.0112,104.0111,104.0113,104.0112,104.0113,104.0115,104.0112,104.0112,10,9.982,10.086,10.071,10.081,10.057,10.035,10.061,10.052,9.985,10.043,10.069,9.975,10.051,9.994,9.979,10.016,10.054,10.056,10.022,10.002,10.033,10.06,10.053,10.019,10.007,10.047,9.99,32278,28199,34343,26446,33740,50133,30593,109684,36923,28791,22444,38071,33941,37739,307735,22575,26316,40452,24652,29590,37522,56788,37645,27001,22062,59550,29504,56648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,87.45,86.35,87.35,86.19,69.49,69.23,87.03,68.7,87.54,69.64,87.11,69.87,87.48,87.5,87.42,85.91,86.62,87.43,87.6,69.92,87.11,66.42,86.96,87.06,66.09,87.38,86.82
Melibiose,C12 H22 O11,342.1155,1.34,,342.1155,342.1155,342.1156,342.1151,342.1151,342.1152,,,342.1157,342.1155,342.1155,342.1157,342.1152,342.1149,342.1149,342.1148,342.1156,342.1156,342.1154,342.1157,342.1151,342.115,342.1155,342.1155,342.1156,342.1158,342.115,342.1147,1.27,1.319,1.298,1.382,1.376,1.376,,,1.271,1.321,1.305,1.389,1.37,1.379,1.339,1.34,1.311,1.273,1.276,1.366,1.388,1.369,1.28,1.272,1.313,1.36,1.375,1.368,4070377,3510953,3320313,560582,532380,463365,,,3742816,3804764,3461586,505772,399455,509340,404436,501121,3370440,3710733,3236488,488006,407064,359166,3504523,3274384,3519219,395781,394354,394237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.88,95.65,95.68,82.62,82.18,82.66,,,96.15,97.61,97.93,97.44,80.19,81.38,78.62,78.27,95.6,95.93,97.11,83.36,93.6,81.42,97.65,97.93,95.21,82.49,80.08,73.98
Mevalonic_acid,C6 H12 O4,148.0725,8.23,,148.0724,148.0723,148.0726,148.0726,148.0724,148.0726,,,148.0727,148.072,148.0724,148.0728,148.0726,148.0724,,,148.0725,148.0722,148.0723,148.0726,148.0727,148.0727,148.0725,148.0722,148.0724,148.0726,148.0724,148.0726,8.179,8.161,8.29,8.258,8.302,8.236,,,8.247,8.173,8.256,8.249,8.163,8.23,,,8.203,8.258,8.26,8.192,8.19,8.22,8.264,8.24,8.206,8.194,8.243,8.194,45436,26021,10603,37261,19590,26000,,,33934,28521,27596,46873,30435,27988,,,20896,51750,25111,37083,35014,24833,33862,30232,30638,38704,23497,24141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.26,46.75,76.87,82.33,47.6,83.41,,,47.29,69.52,73.6,81.48,47.44,78.44,,,79.44,46.97,44.26,80.64,46.66,45.29,80.85,45.27,45.17,81.13,77.9,74.36
myo_Inositol,C6 H12 O6,180.0633,1.31,,180.0632,180.0633,180.0634,180.0631,180.0633,180.0633,180.0627,180.0632,180.0634,180.0632,180.0634,180.0634,180.0633,,180.0639,180.0631,180.0633,180.0634,180.0631,180.0633,180.0633,180.0633,180.0632,180.0633,180.0633,180.0631,,180.0633,1.286,1.31,1.298,1.341,1.334,1.327,1.271,1.314,1.305,1.271,1.305,1.331,1.312,,1.339,1.298,1.302,1.332,1.309,1.324,1.322,1.294,1.305,1.297,1.28,1.31,,1.293,20065336,19122160,17830715,19921015,21154632,19788772,15623,587237,19895461,18538532,18222738,19574833,18202352,,911847,800367,18261603,19786192,18504827,18471037,20005266,16742059,18612794,18128289,20022505,17323434,,18851522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.28,97.25,87.38,87.12,87.36,87.3,76.93,86.19,87.35,96.06,87.31,87.35,87.28,,87.14,87,94.3,87.36,86.99,87.31,87.35,87.34,94.82,95.1,95.24,87.15,,87.31
N_Acetyl_D_galactosamine,C8 H15 N O6,221.0879,1.36,,221.0884,221.088,221.0897,221.087,221.0866,221.0866,,221.0864,221.088,221.0889,221.0881,221.087,221.0915,,,,221.0878,221.0879,221.0906,221.0869,221.0909,221.087,221.0889,221.0904,221.0877,221.0873,221.0875,221.087,1.361,1.344,1.364,1.374,1.376,1.368,,1.347,1.355,1.371,1.355,1.364,1.628,,,,1.352,1.365,1.351,1.358,1.38,1.369,1.371,1.347,1.371,1.36,1.342,1.368,35756,35343,33528,32318,28795,41129,,33530,31583,35881,29507,44433,1164,,,,37987,33133,30917,50372,36829,51275,36961,31032,35973,45793,30350,64994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9,67.66,70.2,58.99,68.22,66.43,,68.55,66.52,63.7,68.66,68.07,68.55,,,,67.77,67.31,70.19,68.64,68.54,68.54,55.87,67.82,68.64,54.49,65.58,68.27
N_Acetylglutamic_Acid,C7 H11 N O5,189.0639,11.3,,189.0637,189.0639,189.0643,189.0639,189.0637,189.0635,,189.064,189.064,189.0637,189.0639,189.064,189.0639,189.0641,,189.0641,189.064,189.0638,189.0638,189.0638,189.0639,189.0639,189.0637,189.0638,189.0639,189.0639,189.0637,189.0642,11.264,11.279,11.359,11.318,11.336,11.321,,11.325,11.315,11.274,11.315,11.317,11.273,11.315,,11.276,11.28,11.309,11.312,11.285,11.291,11.288,11.316,11.3,11.282,11.288,11.319,11.279,315534,765701,100225,264077,500169,105790,,41363,241567,884492,260559,336487,594344,116236,,6890,196383,839522,216843,270335,627498,110765,346565,581898,226878,200579,690720,111872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.23,86.07,86.97,86.63,86.53,86.41,,68.97,86.55,85.91,86.46,86.7,85.23,69.53,,69.7,86.49,86.69,86.28,86.47,85,85.02,86.59,84.41,86.6,86.37,85.83,85.81
N_Acetylneuraminic_acid,C11 H19 N O9,309.1035,5.99,,309.1048,309.103,309.1026,309.102,309.1028,309.1037,309.1039,309.1041,309.1037,309.1024,309.1043,309.1037,309.1033,309.1038,309.1043,,309.1038,309.1034,309.1025,309.1042,309.1029,309.1031,309.1025,309.1029,309.1028,309.1036,309.1037,,5.967,5.958,6.037,5.997,6.04,6.008,6.011,6.012,6.019,5.969,6.019,6.02,5.951,6.002,5.926,,5.983,6.004,5.99,5.972,5.97,5.992,5.994,5.978,5.961,5.958,6.006,,5557,7695,8963,11284,14313,10676,13609,19483,7723,7799,5510,11209,18592,9841,25037,,7416,11625,7732,11666,14733,11085,7935,7875,5603,9459,10972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.33,67.11,67.81,66.14,61.36,68.22,68.4,66.9,68.21,48.28,64.89,67.88,68.99,66.52,64.38,,65.17,67.36,58.29,62.5,66.73,67.86,61.14,62.01,63.52,61.58,67.44,
NAD,C21 H28 N7 O14 P2,664.1097,8.85,,664.1095,664.1098,664.1096,664.1097,664.1096,664.1098,664.1123,664.1122,664.1097,664.1097,664.1096,664.1097,664.1096,664.1099,,,664.1097,664.1099,664.1097,664.1098,664.1099,664.1099,664.1097,664.1097,664.1098,664.1095,664.1096,664.1097,8.786,8.777,8.906,8.874,8.9,8.86,8.871,8.872,8.871,8.78,8.846,8.864,8.77,8.837,,,8.802,8.848,8.867,8.816,8.805,8.827,8.863,8.847,8.813,8.785,8.866,8.785,144782,186199,78703,165749,133644,208969,11332,9921,121083,178208,190658,160194,151150,184774,,,117775,182460,164651,167961,150477,146264,159265,147276,167645,129824,151624,166796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.63,69.22,68.28,70.79,70.79,65.02,67.75,68.8,65,68.49,70.82,65.88,67.92,66.11,,,70.02,67.77,65.5,70.19,69.35,70.66,68.15,69.32,70.47,66.57,68.42,70.61
O_Succinyl_L_homoserine,C8 H13 N O6,219.074,3.54,,219.074,219.0739,,,,,,,,219.0737,,219.0743,219.0744,,219.0739,,219.0743,219.0738,,219.0745,219.0744,,219.0743,219.0738,,219.0741,219.0733,,3.506,3.505,,,,,,,,3.442,,3.559,3.515,,3.607,,3.522,3.552,,3.553,3.534,,3.566,3.55,,3.538,3.62,,20733,82010,,,,,,,,99949,,14242,30292,,73288,,10128,82408,,16443,21106,,25890,77266,,11626,13991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.63,47.02,,,,,,,,55.63,,63.95,47.59,,60.31,,66.19,46.72,,47.62,47.49,,59.69,47.12,,54.85,44.37,
Orotic_acid,C5 H4 N2 O4,156.018,8.4,,156.0183,156.0182,156.0177,156.0187,156.0184,156.0177,156.0177,156.018,156.0175,156.0153,156.0181,156.0178,156.018,156.0184,156.0179,,156.0181,156.0179,156.0154,156.0185,156.018,156.0183,156.0154,156.0187,156.0183,156.0157,156.0183,156.0182,8.354,8.353,8.465,8.425,8.443,8.411,8.339,8.415,8.422,8.356,8.397,8.423,8.321,8.396,8.33,,8.361,8.407,8.427,8.383,8.356,8.403,8.422,8.423,8.38,8.352,8.426,8.361,32899,30293,25901,39451,33324,41431,2618,9877,26319,32692,31494,43265,39390,40491,38630,,30346,34978,27019,42642,42226,31808,31291,27417,38051,19403,38137,34937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.07,72.21,67.08,78,76.59,75.39,67.04,64.56,68.3,74.49,74.72,78.75,70.89,73.88,59.89,,68.97,72.32,71.19,79.42,79.28,73.02,71.64,70.9,76.22,74.54,78.91,74.11
Phenylpyruvic_Acid,C9 H8 O3,164.0473,13.98,,,164.0477,164.0473,164.0478,164.0472,164.0473,,,164.0471,164.0464,164.0474,164.0471,164.0474,164.047,,,164.0476,164.0473,164.0467,164.0474,164.0475,164.0476,164.0465,164.0474,164.0474,164.0471,164.047,164.0474,,13.965,14.011,13.995,13.997,13.99,,,13.993,13.96,13.984,13.977,13.966,13.976,,,13.965,13.986,13.997,13.971,13.977,13.974,13.968,13.985,13.951,13.965,13.988,13.948,,71623,67876,22064,62944,73941,,,25134,73618,79338,20037,57331,71465,,,24057,71428,71335,24973,60734,55561,26961,67057,78940,18339,66770,76250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.23,82.75,75.54,84.25,84.52,,,74.78,68.24,84.89,70.56,83.46,85.27,,,72.43,84.48,84.72,67.83,83.85,78.47,77.03,84.14,85.6,68.53,84.12,85.58
